sep=;
title;date;summary;url
Nhịp đập Thị trường 05/02: Phân hóa rõ nét giữa nhóm Vingroup và phần còn lại;2026-02-05T16:37:00.000Z;Tương tự phiên sáng, VN-Index tiếp tục rung lắc mạnh trong phiên chiều, với sự khác biệt trong bức tranh giao dịch giữa nhóm Vingroup và phần còn lại của thị trường ngày càng lớn.;https://vietstock.vn/2026/02/nhip-dap-thi-truong-0502-phan-hoa-ro-net-giua-nhom-vingroup-va-phan-con-lai-1636-1400751.htm
Theo dấu dòng tiền cá mập 04/02: Khối ngoại bán ròng gần ngàn tỷ, nhưng mua mạnh HPG;2026-02-04T19:04:16.463Z;VN-Index đánh rơi gần 22 điểm trước áp lực từ nhóm cổ phiếu Vingroup. Đồng thời, khối ngoại cũng bán ròng gần ngàn tỷ trong khi tự doanh lại mua vào.;https://vietstock.vn/2026/02/theo-dau-dong-tien-ca-map-0402-khoi-ngoai-ban-rong-gan-ngan-ty-nhung-mua-manh-hpg-830-1400611.htm
Quỹ ETF ngoại mua ròng chỉ 1 mã cổ phiếu, lần đầu Vingroup mất top 1 tỷ trọng;2026-02-04T13:19:49.040Z;Sau 1 tuần tĩnh lặng, giai đoạn từ 23/01 - 02/02/2026, Quỹ VanEck Vectors Vietnam ETF (VNM ETF) có động thái mua ròng nhưng chỉ với 1 mã cổ phiếu. Đáng nói, tỷ trọng phân bổ danh mục có sự thay đổi mạnh, khi VIC lần đầu tiên sau hơn 3 năm rời khỏi top 1.;https://vietstock.vn/2026/02/quy-etf-ngoai-mua-rong-chi-1-ma-co-phieu-lan-dau-vingroup-mat-top-1-ty-trong-3358-1400292.htm
Hướng tới GDP 10%: Kinh tế Nhà nước ‘mở đường’, tư nhân ‘tăng tốc’;2026-02-03T08:24:00.000Z;Việt Nam cần thêm nhiều doanh nghiệp tư nhân mạnh như Vingroup, Thaco, FPT, TH, Vinamilk, bên cạnh những doanh nghiệp Nhà nước giữ vai trò “sếu đầu đàn”, cùng hướng tới mục tiêu hình thành nền kinh tế độc lập, tự chủ, đưa đất nước vươn tầm trong kỷ nguyên mới.;https://vietstock.vn/2026/02/huong-toi-gdp-10-kinh-te-nha-nuoc-8216mo-duong8217-tu-nhan-8216tang-toc8217-768-1399378.htm
Theo dấu dòng tiền cá mập 02/02: Dòng tiền ngoại bất ngờ xả ròng gần 2.5 ngàn tỷ;2026-02-02T19:14:31.277Z;Khối ngoại quay đầu bán ròng mạnh trong phiên VN-Index lao dốc hơn 22 điểm, với tâm điểm xả mạnh dồn vào nhóm cổ phiếu họ Vingroup.;https://vietstock.vn/2026/02/theo-dau-dong-tien-ca-map-0202-dong-tien-ngoai-bat-ngo-xa-rong-gan-25-ngan-ty-830-1399267.htm
Nhịp đập Thị trường 02/02: Nhóm cổ phiếu Vingroup gây sức ép lên chỉ số, VN-Index lui về mốc 1,800 điểm;2026-02-02T16:17:00.000Z;"Kết thúc phiên giao dịch, VN-Index giảm 22.54 điểm (-1.23%), xuống mức 1,806.5 điểm; HNX-Index tăng 4.26 điểm (+1.66%), lên mức 260.39 điểm. Độ rộng toàn thị trường với sắc đỏ có phần lấn lướt khi bên bán có 415 mã giảm và bên mua có 315 mã tăng. Tương tự, sắc đỏ áp đảo trong rổ VN30 với 18 mã giảm, 10 mã tăng và 2 mã tham chiếu.";https://vietstock.vn/2026/02/nhip-dap-thi-truong-0202-nhom-co-phieu-vingroup-gay-suc-ep-len-chi-so-vn-index-lui-ve-moc-1800-diem-1636-1398615.htm
Áp lực từ đâu khiến VN-Index giảm sâu trong tuần cuối tháng 1?;2026-02-01T20:13:17.000Z;Đà giảm của VIC trong tuần qua đã triệt tiêu phần lớn nỗ lực phục hồi của thị trường, khiến VN-Index mất hơn 41 điểm.;https://vietstock.vn/2026/02/ap-luc-tu-dau-khien-vn-index-giam-sau-trong-tuan-cuoi-thang-1-830-1398182.htm
VCBF đã giảm mạnh tỷ trọng loạt cổ phiếu tăng nóng;2026-01-30T18:45:20.247Z;Các quỹ mở cổ phiếu, cân bằng do VCBF quản lý khép lại năm 2025 với hiệu suất thấp hơn chỉ số tham chiếu, chủ yếu do ít nắm giữ các cổ phiếu “hot”. Trong giai đoạn gần đây, một số quỹ mở cũng đã giảm mạnh tỷ trọng nhóm Vingroup, đặc biệt là thoái hết vốn tại VIC, bên cạnh việc tất toán khoản đầu tư MCH.;https://vietstock.vn/2026/01/vcbf-da-giam-manh-ty-trong-loat-co-phieu-tang-nong-737-1397437.htm
Vingroup lập kỷ lục doanh thu và lãi ròng trong năm 2025;2026-01-30T17:23:44.627Z;Doanh thu thuần hợp nhất năm 2025 của Tập đoàn VINGROUP - CTCP (HOSE: VIC) đạt 332.8 ngàn tỷ đồng, tăng 76% so với năm trước và là mốc doanh thu cao nhất lịch sử của Tập đoàn.;https://vietstock.vn/2026/01/vingroup-lap-ky-luc-doanh-thu-va-lai-rong-trong-nam-2025-737-1397556.htm
Nhịp đập Thị trường 28/01: Dòng tiền tháo chạy khỏi nhóm Vingroup, VN-Index tiếp tục lui về sát mốc 1,800 điểm;2026-01-28T16:27:00.000Z;"Kết thúc phiên giao dịch, VN-Index giảm 27.59 điểm (-1.51%), xuống mức 1,802.91 điểm; HNX-Index giảm 0.37 điểm (-0.15%), xuống mức 252.47 điểm. Độ rộng toàn thị trường với sắc đỏ có phần lấn lướt khi bên bán có 367 mã giảm và bên mua có 330 mã tăng. Tương tự, sắc đỏ áp đảo trong rổ VN30 với 16 mã giảm, 11 mã tăng và 3 mã tham chiếu.";https://vietstock.vn/2026/01/nhip-dap-thi-truong-2801-dong-tien-thao-chay-khoi-nhom-vingroup-vn-index-tiep-tuc-lui-ve-sat-moc-1800-diem-1636-1395949.htm
